,date,text,open_coding
465,Fri Nov 12 11:53:02 +0000 2021,"Cases: 252,086,306 (+5,577)
Deaths: 5,082,609 (+40)
Recovered: 0 (+0)
Active Cases: 252,086,306 (100%)
Completed Cases: 5,082,609 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",
985,Thu Nov 11 08:21:15 +0000 2021,"COVID TRUMP Thu, 11 Nov 2021 01:00:00 CST",
732,Thu Nov 11 23:30:19 +0000 2021,New COVID-19 Data at 2021-11-11 06:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/WBXg7ACCqK,
344,Fri Nov 12 20:47:06 +0000 2021,"@AnastasiaBarzee I stumbled upon one of your Law &amp; Order: SVU episodes at about 3:00 this morning. I was very surprised by how much the premise of ""Selfish"" (2009) mirrored the current vaccination debate.
https://t.co/CNvM4Aciu3
@HilaryDuff",
132,Sat Nov 13 15:12:01 +0000 2021,"@SammualM
Congratulations on you’re finally getting to America 🇺🇸.
I simply can’t wait.
I’ll be sure to send you pictures, once I’m reunited with my twin.
I do have a question,
if my flight is at 11:00, does my Covid test have to be taken 3 days before at that particular time?",
287,Sat Nov 13 00:58:13 +0000 2021,"Biden will have a 28 year career first responder fired for the crime of having Natural Immunity to Covid, but rewards illegal aliens $450,000.00 for bringing Covid into the US.

#FJoeBiden",
904,Thu Nov 11 13:30:20 +0000 2021,New COVID-19 Data at 2021-11-11 08:30:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/6YoR3YLMJn,
716,Fri Nov 12 13:22:07 +0000 2021,"‼️ Appointment-only booster vaccine clinics‼️

▶️ clinics for those who live in Ramsey &amp; surrounding areas where travel is an issue
✔️ 6 months since 2nd dose
📍 Ramsey District Cottage Hospital
📅 13&amp;14 November - 08:45 - 2:00
✔️ Phone 111 or email (vaccinations@gov.im) to book https://t.co/Zl5ImHIAL9",
8,Sat Nov 13 23:17:58 +0000 2021,"What an excellent day, who's coming back for round two tomorrow?

Remember to have your covid requirements to hand to help keep the queue flowing nicely. And yes, tickets will be available on the door!

Sunday opening times 10:00 - 17:00 https://t.co/H7muSNvtO1",
690,Fri Nov 12 07:36:44 +0000 2021,"Welcome to beloved Param Guru Osho's Grand Birthday Celebration at Oshodhara Nanak Dham, Murthal on 11 Dec, 21. 🧡

🟡 6.30-8.00 Pm
🟡 For booking 📞9671400193/96

One dose of Corona vaccination and prior booking are mandatory.

@SiddharthAulia Ji
#SunoBhaiSadho https://t.co/SADJjF2U4B",
891,Thu Nov 11 14:30:19 +0000 2021,New COVID-19 Data at 2021-11-11 09:30:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/UGmZnfJQKf,
440,Fri Nov 12 13:00:00 +0000 2021,"COVID-19 vaccine booster dose clinic TODAY Nov. 12  noon-4:00 at Ottertail Operations Center, 469 Main St, Ottertail for people who received Pfizer, Moderna or J&amp;J vaccines. For more information and to schedule your COVID-19 booster shot visit:  https://t.co/Mo0rMWiEc6 https://t.co/EBz6yItKE2",
994,Thu Nov 11 07:50:03 +0000 2021,"Cases: 251,462,831 (+29,336) 
Deaths: 5,073,411 (+729) 
Recovered: 0 (+0) 
Active Cases: 251,462,831 (100%)
Completed Cases: 5,073,411 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",
427,Fri Nov 12 13:26:45 +0000 2021,"Austria's Chancellor Schallenberg had said 'if #Covid19 cases continued to rise, unvaccinated people would face new lockdown restrictions in line with govt.'s incremental plan. Strategy being  once coronavirus patients occupy 30% of ICU beds in hospitals'.
https://t.co/M4QCE88Pze https://t.co/JdcICM5AQo https://t.co/YZNgCqjFEW",
394,Fri Nov 12 14:22:18 +0000 2021,"@dm_ghaziabad
On cowin we can book slot of  06:00 PM to 08:00 PM for vaccination, but in DCH Sanjay Nagar, Ghaziabad people were not available around 07:00 pm.
@CMOfficeUP
@RNExtnResidents
@RNextension",
21,Sat Nov 13 22:30:19 +0000 2021,New COVID-19 Data at 2021-11-13 05:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/UzuY8Lr3eR,
442,Fri Nov 12 02:49:01 +0000 2021,"COVID19 Vaccination Status (As on 9th November 2021, 8:00 AM)

✅Total vaccine doses administered (so far): 1,09,08,16,356

✅Vaccine doses administered (in last 24 hours): 59,08,440 https://t.co/Sv9Lf9qDSN",
97,Sat Nov 13 17:03:11 +0000 2021,"Climate change is an emergency, so we need to start treating it like one. https://t.co/96qjyq6f8v",
844,Thu Nov 11 16:26:44 +0000 2021,"At 11:00 a.m., I will be joining a Calgary woman who was forced to close her business because she is dealing with long-COVID symptoms. We are still learning how the virus impacts people differently and for some, there are severe health consequences.

We must do more. #abhealth",
796,Thu Nov 11 19:01:58 +0000 2021,"COVID-19 Vaccine Clinic for Children 5-11. Tuesday, November 16 from 3:30 - 7:00 pm. https://t.co/Vt7cRYCrif",
431,Fri Nov 12 14:58:08 +0000 2021,"Big announcement everyone!  We are EXTENDING OUR HOURS for today's walk-in clinic at the Three Rivers building.  We will be open from noon to 3:30 as normal, then from 3:30 to 6:00 we will be open for kids 5-18 ONLY to come get COVID vaccines. https://t.co/2QmLFBCPSM",
155,Sat Nov 13 13:48:03 +0000 2021,"Cases: 252,693,071 (+17,618)
Deaths: 5,092,379 (+0)
Recovered: 0 (+0)
Active Cases: 252,693,071 (100%)
Completed Cases: 5,092,379 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",
856,Thu Nov 11 16:01:56 +0000 2021,"$RO [15s. delayed]: Issued Press Release on November 11, 11:00:00: CHMP recommends EU approval of Ronapreve to treat non-hospitalised COVID-19 patients and for prophylaxis of the disease https://t.co/08vUQlsPfB",
688,Fri Nov 12 19:39:57 +0000 2021,"We're pleased to partner with @ZooBoise and will be conducting a #COVID19 #vaccination clinic at the zoo on Saturday, Nov. 20 from 10:00 am to 2:00 pm.  Anyone vaccinated that day gets Free admission to the Zoo!  Scan this QR code to register, or come by! #ourcallingisyou https://t.co/kqIICjbstV",
335,Fri Nov 12 16:48:05 +0000 2021,"2021-11-12 10:38:00 | PAPER CIVIL | JOHNSON ST COLU COL, BIRMINGHAM",
890,Thu Nov 11 14:30:21 +0000 2021,Every adult in the U.S. could soon be eligible for a Pfizer COVID-19 booster shot — including people who got the Moderna or J&amp;J vaccine for their first doses. https://t.co/PawZNKMpQv https://t.co/JBODx2I6tU,
747,Thu Nov 11 22:14:43 +0000 2021,"@GaryRitz4 @RepDanBishop Funny, had more demand pre Covid with booming economy and gas was $2.00",
49,Sat Nov 13 20:52:02 +0000 2021,"Cases: 252,854,702 (+9,566)
Deaths: 5,093,932 (+0)
Recovered: 0 (+0)
Active Cases: 252,854,702 (100%)
Completed Cases: 5,093,932 (2.01%)
Mortality Rate: 2.01% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",
946,Thu Nov 11 11:07:28 +0000 2021,"[Automated]

#COVID India data. As on : 11 Nov 2021, 08:00 IST

Cases: 34,401,670(+13,091)
Active: 138,556(-1,127)
Deaths: 462,189(+340)
Vaccines: 1,102,334,225(+5,754,817)

Disclaimer: https://t.co/vl4PEedYsl",
979,Thu Nov 11 08:54:00 +0000 2021,"So like, I’m fully supportive of the resurgence of labor movements nationwide following Covid… But fuck, I miss placed that were open at 3:00 am.",
12,Sat Nov 13 23:00:20 +0000 2021,New COVID-19 Data at 2021-11-13 06:00:01 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/KJoI7IrRM9,
257,Sat Nov 13 03:06:00 +0000 2021,"Stay Smart. Stay Safe. @MichiganHHS reports today, November 12, 2021, 15,878* new COVID-19 cases &amp; 83** deaths. For * details https://t.co/2tAAcYRyCj. Michigan's total cases are now 1,188,678 &amp; 22,767 deaths. Find the latest data &amp; #COVID19 news at https://t.co/niRBexCYOy. https://t.co/Qif58N66UI",
187,Sat Nov 13 11:28:48 +0000 2021,"🎙️ #LEADERSHIP #TALK SERIES #392 | Subject Matter Expert (SME) - Digital Transformation in Post Covid Age
👨🏻‍🏫 Mr.Antarpreet Singh | CEO | Digital HR | Faculty and Researcher-OB &amp; HR
🗓️ 15/11/2021 (Monday)
🕔 10:00 am
📍GIBS Business School, Bangalore

#MyGIBS #BBA #PGDM https://t.co/nDo0jzB8xv",
209,Sat Nov 13 09:22:11 +0000 2021,".@dgurdasani1 is spot on here. Us for Them, Hart, Collateral Global, Narice Bernard &amp; his ""Yeadonites"", Clare Craig, Ivor Cummins, Pandata, and everyone else that has used their ""credentials"" to influence MPs &amp; trivialise the effects of covid. You will have caused deaths. https://t.co/AhqtaBTOCi",
75,Sat Nov 13 18:30:19 +0000 2021,New COVID-19 Data at 2021-11-13 01:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/DHae7zvAfn,
468,Fri Nov 12 14:55:02 +0000 2021,"Cases: 252,137,836 (+24,022)
Deaths: 5,083,512 (+407)
Recovered: 0 (+0)
Active Cases: 252,137,836 (100%)
Completed Cases: 5,083,512 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",
380,Fri Nov 12 18:30:40 +0000 2021,@RubinReport Oh really? I’ve never heard of a single person regretting it. Only those who regretted not getting it and having linger covid side effects months after “recovering.” We must hang with an extremely different crowd or you’re just full of shit.,
309,Fri Nov 12 09:58:34 +0000 2021,#News AstraZeneca Plans to Start Selling Covid-19 Vaccines at Profit:  Source: AstraZeneca Plans to Start Selling Covid-19 Vaccines at Profit Discovered on: 2021-11-12 09:30:00 AstraZeneca PLC said it would start pricing its Covid-19 vaccine to make it… https://t.co/xXrlAW6Jqx https://t.co/rrkEr19cqb,
683,Fri Nov 12 19:07:08 +0000 2021,"We have a COVID-19 community vaccine clinic for ages 5-11 tomorrow, November 13 from 9:00 am-1:00 pm at Pathway Pediatrics! You don't have to be a patient. Schedule here: https://t.co/jJAEA6rfJK

#rochesterny https://t.co/vGYdjVGWRx",
84,Sat Nov 13 18:07:12 +0000 2021,#Coronavirus #COVID19 Global Cases by Johns Hopkins CSSE as of 11/13/21 12:00 CDT https://t.co/TFW7MkdeJY,
74,Sat Nov 13 18:39:48 +0000 2021,"According to Mr. @AlbertBourla the Taiwanese health authority must be ""criminals.""

Taiwan halts 2nd-dose BioNTech vaccinations for ages 12-17 amid concerns of myocarditis | Taiwan News | 2021-11-10 15:42:00
#Corona #myocarditis #COVID #coronabeleid https://t.co/pjodLBF5U6",
808,Thu Nov 11 18:30:19 +0000 2021,New COVID-19 Data at 2021-11-11 01:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/mTNPSjad6F,
80,Sat Nov 13 18:21:56 +0000 2021,"Our Ivy Community Foundation, Incorporated will present its Beautillion tonight 11/13/21 at 6:00 PM. Because of Covid 19 restrictions, the event will be livestreamed. Watch live @ https://t.co/Kwp6sseeHO",
674,Fri Nov 12 16:21:25 +0000 2021,"Vaccination Opportunity to take place today at Ogden Elementary School on November 11, 2021 from 8 am - 4:00 pm. Click link for more information.
Ages 5-11: https://t.co/xIlz3aG1li
Ages 12 and up: https://t.co/qtOonObqYi
@AshleyJ146_ @roberson_je @GomezTempleton @Aldine_FACE",
124,Sat Nov 13 15:29:20 +0000 2021,"@That_Coast @FacePuncher500 @RBReich What assumptions? It became known on November 3rd that Aaron Rogers had COVID and he LIED and said he was vaccinated!  That is NOT an assumption.  Is the football league fining him $14,000.00 just for fun?",
628,Fri Nov 12 12:10:54 +0000 2021,"Status of fully vaccinated

State wise 2nd dose vaccination coverage as per the GoI Co-WIN dashboard
12th Nov, 07:00 AM

UP: 3,65,46,099
Maharashtra: 3,26,92,890
Gujarat: 2,83,67,757
Karnataka: 2,46,29,827
MP: 2,41,37,189
West Bengal: 2,37,68,725",
178,Sat Nov 13 12:00:18 +0000 2021,New COVID-19 Data at 2021-11-13 07:00:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/qkR5IUMLDB,
205,Sat Nov 13 09:40:01 +0000 2021,"Millions are dying unnecessarily from COVID because of selfishness, greed and a perverse misunderstanding of human freedom https://t.co/5QPRUpN0x1",
273,Sat Nov 13 01:53:13 +0000 2021,"@ViperX83 @PandorasBX @inthenewlife @RWMaloneMD I did not suggest that. That is a fact, it’s done because of the patent Pfizer has for it…. The ridiculous one is you.",
480,Fri Nov 12 23:05:02 +0000 2021,"Children's Vaccine Clinic:
Saturday, November 20 from 4:00 PM to 7:00 PM at the Father Duenas Memorial School Phoenix Center.
Children's Vaccine Clinic

Make an appointment at https://t.co/JfKh2ULPzh https://t.co/yHtb9Zfp0y",
204,Sat Nov 13 09:43:34 +0000 2021,"$4,346,700.00 of shares sold by Bancel Stephane (Chief Executive Officer), reported in a new form 4 filed with the SEC  $MRNA https://t.co/RwWKaYNzXA",
90,Sat Nov 13 17:36:46 +0000 2021,"Ikuti Economic Outlook 2022 webinar, The Light at the End of the Tunnel: Optimism of Economic Recovery after Covid-19 Pandemic  persembahan PermataBank dan Bangkok Bank.
Rabu, 17 November 2021
Jam 14.00 – 16.00
See you around! https://t.co/uHyoCsYjYX",
430,Fri Nov 12 01:22:46 +0000 2021,"Bhubaneswar #COVIDVaccinationUpdate

The COVID19 Vaccine Doses administered as on
10th November 2021 till 9.00 PM

#BhubaneswarVaccinationDrive https://t.co/SXAYDUuAvI",
446,Fri Nov 12 17:48:34 +0000 2021,"Cases are rising and Doug Ford continues to fight against strong vaccine mandates. We can’t let him drag us into a fifth wave by refusing to take action.

Vaccines, masking, and ventilation are crucial right now. Time to protect Ontarians before cases surge. #onpoli https://t.co/YjSh6H5tey",
77,Sat Nov 13 18:23:57 +0000 2021,"@Rohan48123537 @cbseindia29 @Cbse_official #cbseterm1online equality before law . Government is not thinking of #future  if a  1 boy gets COVID then 1 boy =8 family members and 100,000×8 = 8,00,000 then this 8lakhs people to 1000×8,00,000 this will again come 3 Wave then earth will be no longer #OnlineExamsForCBSEandICSE",
140,Sat Nov 13 14:52:46 +0000 2021,"#1YearOfCWC2
Bhat sir : It is nothing less than a family
This family is the reason for the emerging of rac family ❤️
Thank you all for entertaining us in the COVID times 🙏 https://t.co/HW6wMWuL3K",
444,Fri Nov 12 16:00:41 +0000 2021,"Canadians with at least one dose:
▓▓▓▓▓▓▓▓▓▓▓▓░░░ 80.74%

Canadians fully vaccinated:
▓▓▓▓▓▓▓▓▓▓▓░░░░ 75.00%

#COVID19Canada #vaccine",
41,Sat Nov 13 21:25:11 +0000 2021,"I mean... So far 4 for 4. Dengue, Zika, Chikungunya and a ""Universal coronavirus vaccine"" $OCGN #COVAXIN #VaxThera #Vaccigen #Ocugen

Oh and see who that partner is? @IVIHeadquarters https://t.co/AZxaKYdL2t

Yeah. Mic-drop. See you at 100.00+ https://t.co/4MhyjB2EQL",
715,Fri Nov 12 13:02:37 +0000 2021,"“🍏THOC𝐿𝑖𝑣𝑒™: WHO ARE YOU &amp; WHAT are YOU BORN to CREATE! 🔴Rec” with Delano A. Johnson, @LucressI, @equality7phd, @MoniqueLisa40, @JillLifeWealth, @coolrooment, Melikia Courtney, Grace Holden #creativity #live at 8:00 AM EST in @clubhouse! https://t.co/vwY6DB8ekI",
403,Fri Nov 12 12:55:57 +0000 2021,"@mmmvanderwalt https://t.co/MneMq1pIxx
Well then this is also not far fetched ...
❗❗❗❗❗
If you wondered the schools are getting paid to mask the kids 🤨

They are paying the schools for following the covid regulations...
 its about $3000.00 a child that wears a mask 🤷🏻‍♀️",
733,Thu Nov 11 23:29:56 +0000 2021,"#mvmf2021 #mvmf2022 #paintnight #paintlounge #broadtree @MainMarkham 
.
Festival Pop-Up Sat Nov 20 7:00-9:30 pm. Tickets are $45 for in studio (limited as per Covid-19 protocols) or virtual. Registration link in our profile and here https://t.co/bCrWgzuL6F https://t.co/4vvGvB6hH6",
212,Sat Nov 13 09:14:38 +0000 2021,Stunning video: How mRNA vaccines teach our immune system to fight coronavirus. Share! https://t.co/XqBOLIYWmu,
238,Sat Nov 13 05:56:03 +0000 2021,"Cases: 252,526,185 (+11,912)
Deaths: 5,088,442 (+0)
Recovered: 0 (+0)
Active Cases: 252,526,185 (100%)
Completed Cases: 5,088,442 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",
362,Fri Nov 12 09:12:07 +0000 2021,"@Kylecollins_00 @Broni_m @eoinmauricedaly @imoshedinheels ..I'm not saying what I encountered was right or wrong, just what it was like. These are crap times in terms of COVID &amp; the housing market &amp; hope everyone gets to enjoy college years in a safe env.",
937,Thu Nov 11 12:00:19 +0000 2021,New COVID-19 Data at 2021-11-11 07:00:00 am EST #Coronavirus #COVID19 #COVID_19 https://t.co/byXRGgWiTX,
181,Sat Nov 13 11:47:02 +0000 2021,"[Webinar] What Does OSHA’s COVID-19 ETS Mean for New York Employers? - November 16th, 1:00 pm ET https://t.co/hSVduFLhiG",
476,Fri Nov 12 22:49:03 +0000 2021,"Cases: 252,388,782 (+48,428)
Deaths: 5,086,683 (+981)
Recovered: 0 (+0)
Active Cases: 252,388,782 (100%)
Completed Cases: 5,086,683 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",
102,Sat Nov 13 16:56:19 +0000 2021,"https://t.co/c1SEviKkAw
#Dutch #covid19 November 13 #interactive #Dashboard

Positive #cases:+13848 (2.283.083)
In #Hospital, #RIVM:+42 (34.297)
In Hospital, NICE from 12:00 AM:+12 (65.745)
#Deaths:+33 (18.728)

#Netherlands #CodeBlack #Vaccine #StaySafe  #QRcode #Lockdown #WHO https://t.co/k0LMEBtQ0P",
61,Sat Nov 13 19:50:03 +0000 2021,"Cases: 252,845,136 (+14,752)
Deaths: 5,093,639 (+0)
Recovered: 0 (+0)
Active Cases: 252,845,136 (100%)
Completed Cases: 5,093,639 (2.01%)
Mortality Rate: 2.01% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",
554,Fri Nov 12 18:35:48 +0000 2021,"I’ll be giving a talk on collecting time diaries during the COVID-19 pandemic as well as demonstrating the diary I developed w/ @longdoan and @LCHSayer on Tuesday, November 16th, 11:00 – 12:00 CET

If interested, feel free to message me for the Zoom link",
911,Thu Nov 11 13:01:14 +0000 2021,"We have two COVID-19 community vaccine clinics this week for ages 5-11 at Pathway Pediatrics!
*TODAY from 9:00 am-4:00 pm 
*Saturday, November 13 from 9:00 am-1:00 pm 
Schedule here: https://t.co/jJAEA6rfJK

#rochesterny https://t.co/6e5cSC0bHo",
359,Fri Nov 12 23:48:49 +0000 2021,@JKCorden @Fulwell73 @bigboturner It is hence forth called Johnson or Johnson 🙄 Mark has me in a corner for being stupid so I can't comment on it.🙄 yeah yeah I'm better at being GOD 🤭 I can prove it too 😁 😒 but don't care to be GOD hours never stop pay is 0.00 and when I prove it 😳 it gets weird. https://t.co/DzMmPVUii0,
799,Thu Nov 11 18:57:59 +0000 2021,Viewers of these news outlets are most likely to believe COVID-19 myths https://t.co/0fT0Z2xPNW,
696,Fri Nov 12 12:08:15 +0000 2021,"With COVID-19, Business has gone down but Businesses are winning it online. That's why Palscity brings you a Digitally Fit Awards. Register for A zoom DFA Nomination Briefing on Nov 18 at 10.00 a.m here
https://t.co/CZ5MvI6RHq #DigitallyFitAwards https://t.co/bcaBqxZj5y",
981,Thu Nov 11 08:47:44 +0000 2021,Workers at BHP's Hunter Valley coal mine stood down due to COVID-19 vaccine mandate https://t.co/Jdhqvdn0Hs,
942,Thu Nov 11 11:40:20 +0000 2021,"Personal Resilience Course with  @Age_Opp &amp; @CountyKildareLP

📅 November 15th, 22th, 29th &amp; 6th December.
⏰10:00 - 12:00

The course will facilitate personal reflection on the experience of Covid-19

For more info, contact Caroline at oldervoiceskildare@countykildarelp.ie https://t.co/0F14mzw9Av",
63,Sat Nov 13 19:39:51 +0000 2021,HAPPENING NOW: Our Kids COVID-19 Vaccination Clinic is taking place now through 6:00 PM this evening at the Sports &amp; Learning Complex in Landover. Prince George’s County children and adults who live or work in the County can stop by to get a first dose or a booster. https://t.co/RGjuZayCMo,
249,Sat Nov 13 04:13:51 +0000 2021,Yay ! ACT has 100.00% covid vaccine coverage on first doses and nearly that fully vaccinated ! That means there are virtually no real anti-vaxers there and maybe the same across Australia in the end. Just keep plugging along and we'll get all soon 👍,
27,Sat Nov 13 22:10:25 +0000 2021,"@SAP__00 @maximumcharacte Interestingly, those who abuse androgens are high risk of severe covid",
91,Sat Nov 13 17:36:16 +0000 2021,Sunday Cycle 14th Nov departs WGH NS at 09.00 61K. RSVP if going. COVID Protocols apply. https://t.co/R429omqGEK,
654,Fri Nov 12 08:00:02 +0000 2021,"This weekend is Vooma Weekend again!
If you have not been vaccinated yet, go to Hermanus CDC in Swartdam Road on Saturday 13 November 2021 between 09:00 and 14:00.
People 12 years and older are welcome. Vaccination is quick, safe and free. https://t.co/JwNYheXZJD",
827,Thu Nov 11 17:15:20 +0000 2021,"Covid-19 Bulletin #Nagaland status as on 11th November 2021 at 5:00 PM.
#TogetherWeCan
#NagalandAgainstCovid19
#FlattenTheCurve 
@dipr_nagaland @StateDisaster @ddnewskohima @airnews_kohima 
Source-@HealthNagaland https://t.co/62c9qDTk4G",
665,Fri Nov 12 23:55:23 +0000 2021,Top CDC official told Congress migrant expulsion policy was not needed to contain COVID https://t.co/AeSAfjYaoe,
765,Thu Nov 11 21:00:57 +0000 2021,"The Healthy Flint Research Coordinating Center is providing a FREE webinar TOMORROW, Friday, 11/12/21, from 12:00 p.m. to 1:00 p.m. which will focus on a variety of topics relating to COVID-19 updates and information.

Register online at https://t.co/C40BQh0GhI https://t.co/yTWMUhpIDG",
114,Sat Nov 13 15:52:00 +0000 2021,5th U.S. Circuit Court of Appeals upholds federal court's ban on OSHA compulsory vax rules. https://t.co/i8e4sDbTjD,
477,Fri Nov 12 23:51:03 +0000 2021,"Cases: 252,400,461 (+11,679)
Deaths: 5,086,742 (+59)
Recovered: 0 (+0)
Active Cases: 252,400,461 (100%)
Completed Cases: 5,086,742 (2.02%)
Mortality Rate: 2.02% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",
485,Fri Nov 12 21:25:30 +0000 2021,"Confirmed Covid case in Taupo. It's coming people, please vaccinate, Use the hygiene procedures, scan in, scan in, take your own pens out with you &amp; sanitize them often, scan in.",
506,Fri Nov 12 09:46:46 +0000 2021,"FYI, please retweet for reach: webinar on managing Long Covid symptoms with cannabinoid therapy, organized by The Medical Cannabis Clinicians Society (Tue. 30th Nov. 2021, 19:00 – 20:00 London time). No charge. https://t.co/ahlyv6zgCr #LongCovid #MedicalCannabis",
495,Fri Nov 12 19:04:40 +0000 2021,"Doesn't sound like China has much faith in their COVID tests, now does it???

Overseas travelers arriving in a major Chinese city are required to quarantine for 56 days — that's 28 days in a hotel and 28 days at home
Kate Duffy, Nov 11, 2021, 5:00 AM
https://t.co/Dj0U9Ux5CL",
719,Fri Nov 12 22:13:36 +0000 2021,"🏆🐾PantherNation🐾🏆
Gameday!! Come out to the Bill Johnson S.A.C. &amp; wear black!!

🏆Bi-District Championship🏆

🐾South Panthers—
🦅Harlan Hawks

🕰7:00 pm kickoff

🏟UISD Bill Johnson S.A.C.

#RISEwithUS🐾 https://t.co/aq8GguOTcg",
